movie_length,movie_show_time,movie_name,movie_img_url,movie_director,movie_rate,movie_country,movie_language,movie_description,movie_type,movie_actors 
导演：,https://img.alicdn.com/bao/uploaded/i2/TB1u16oQFXXXXbnaXXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：秦昊,文松,谢楠,冷中易",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：剧情,喜剧",剧情介绍：故事围绕卷入拆迁风波的一众小人物展开，笑料十足，预计将于今年暑期登陆大银幕。,这位壮士 
导演：叶伟信,https://img.alicdn.com/bao/uploaded/i1/TB1dOaUSVXXXXasXXXXXXXXXXXX_.jpg_300x300.jpg,none,主演：甄子丹,语言：粤语,none,0,制片国家/地区：中国香港,类型：动作,none,叶问4 
导演：崔斯韦,https://img.alicdn.com/bao/uploaded/i1/TB1IqUBb7fb_uJkSnaVXXXFmVXa_.jpg_300x300.jpg,none,"主演：张震,廖凡,倪妮,黄觉",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：电影《雪暴》讲述了在灾难级的暴雪降临极北的边陲小镇之际，一场惊心动魄的警匪对决也即将上演……,雪暴 
导演：,https://img.alicdn.com/bao/uploaded/i2/TB1U.SsOpXXXXaLXpXXXXXXXXXX_.jpg_300x300.jpg,none,主演：,语言：英语,none,0,制片国家/地区：美国,类型：动画 奇幻,剧情介绍：北京时间10月20日，在第68届法兰克福国际书展上，阿里巴巴影业集团与英国Working Partners公司及其母公司Coolabi集团达成协议，获得《猫武士》电影版权。目前《猫武士》系列小说在全球售出已超过3000万册，阿里巴巴影业计划将《猫武士》打造成世界级的奇幻电影巨制。 《猫武士》是作家艾琳·亨特所著的奇幻动物系列小说，艾琳·亨特是凯特·卡里、基立·鲍德卓和维多利亚·霍姆斯三人写作组共用的笔名。《猫武士》讲述了四个野猫族群之间的战争，描写了宠物猫拉斯特冒险闯入神秘森林和一群野猫成为朋友，加入雷族后由学徒武士成长为族长火星的传奇历程。,猫武士 
导演：张翀,https://img.alicdn.com/bao/uploaded/i3/TB1wWWpNVXXXXaeXFXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：王大陆,宋佳,曹炳琨,马精武",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：王大陆饰演一个落魄编剧，宋佳则饰演一个咖啡馆老板。影片讲述了“桑榆”发现他可以在每日折磨自己的噩梦中盗取宝物。疯狂地掠夺宝物使他成为富豪、收获爱情。但偷窃的副作用也给他带来了一系列危机。,奇幻之旅  
导演：叶庭浒,https://img.alicdn.com/bao/uploaded/i4/TB1UfDkNpXXXXbyXpXXXXXXXXXX_.jpg_300x300.jpg,none,主演：王珞丹,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：动作,剧情,冒险",剧情介绍：一千年前的Umakala星球上，苍茫七军被凶星罗候击败，苍、茫消失，七色建立日光七彩国。而千年后，凶星罗候即将再次降临。孔雀，卢彤，九三个人类为争取和平踏上征途。,乌玛卡喇 
导演：张思麟,https://img.alicdn.com/bao/uploaded/i2/TB1.srxKpXXXXbwXVXXXXXXXXXX_.jpg_300x300.jpg,none,主演：吴世勋,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：爱情,悬疑",剧情介绍：改编自网络第一悬爱小说，高智商侦探少年与黑暗势力的巅峰对决。,亲爱的阿基米德 
导演：娄烨,https://img.alicdn.com/bao/uploaded/i1/TB1F58OX32DK1JjSZFKXXaYgVXa_.jpg_300x300.jpg,none,"主演：井柏然,马思纯",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：剧情,悬疑,犯罪",剧情介绍：影片主要讲述了某沿海小城，年轻警官杨家栋初来乍到，恰遇建委主任唐奕杰坠楼身亡。杨家栋对此案展开调查，却不料接连惨遭革职、追杀，并一路逃往香港，与死者女儿小诺意外邂逅，在小诺的协助下继续追查，浑然不觉自己正落入一个纯情陷阱……,风中有朵雨做的云  
导演：高飞,https://img.alicdn.com/bao/uploaded/i1/TB1lHMFMpXXXXc_XVXXXXXXXXXX_.jpg_300x300.jpg,none,主演：吴建豪 张小斐 白凯南 于谦,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：喜剧,科幻",剧情介绍：电影《霹雳再现》是一部软科幻题材的喜剧电影。出品方透露“霹雳团队”有超能有搞笑还有亲情。,霹雳再现 
导演：凯文·科斯特纳,https://img.alicdn.com/bao/uploaded/i2/TB1IDPYMXXXXXXzXVXXXXXXXXXX_.jpg_300x300.jpg,none,主演：马克·沃尔伯格,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：战争,剧情,爱情","剧情介绍：影片根据严歌苓的小说改编,讲述二战时期犹太人在上海避难的故事,题材厚重,格局庞大,充满了跌宕起伏的正义与邪恶冲突。",寄居者  
导演：黄健,https://img.alicdn.com/bao/uploaded/i4/TB1QSBbMXXXXXcJXVXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：小沈阳,姜武,杨蓉,于婷婷",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：喜剧,剧情介绍：《非常交易》讲述的是小沈阳饰演的北京屌丝贾云，受到姜武饰演的富商同学鲍帅的邀请到澳门游玩，碰到由马浴柯饰演的黑二代阿杰对其使坏下发生的种种奇葩事件。,非常交易  
"导演：张楠,李伟",https://img.alicdn.com/bao/uploaded/i1/TB1EUVvMXXXXXckXXXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：贺宽,赵立新,王佳佳,梁静",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：科幻,剧情介绍：影片发生的背景设定在近未来的世界，大城市居民处于严重的雾霾污染下，健康受到了极大的威胁，城市居民纷纷身患神秘绝症。主人公林子琪（梁静饰）为救身生命垂危的姐姐（王佳佳饰），在姚博士（赵立新饰）的劝说和帮助下踏上了去往北极基地寻求最后一丝希望的旅程，但她不知道的是，本应充满希望的旅途上却暗藏着一个危险的阴谋。,北极  
导演：刘嘉靖,https://img.alicdn.com/bao/uploaded/i3/TB1fFMoLVXXXXXcXpXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：郑元畅,童菲,安七炫",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：喜剧,古装",剧情介绍：故事讲述了道济和尚修缘惩恶扬善拯救三界的故事，道济能否在危难时逢凶化吉又能否醒悟收获自己的爱情?这一路的“英雄”之旅，既有爆笑也有暖心，既有感动也有浪漫。本片更添加了很多流行的文化元素，片子在搞笑之余，更多了一些普世价值。,济公之人皇鼎 
none,https://img.alicdn.com/bao/uploaded/i3/TB1gaJYLpXXXXbKXFXXXXXXXXXX_.jpg_300x300.jpg,none,none,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：剧情,奇幻",剧情介绍：《蛮荒记》是著名作家树下野狐创作的东方玄幻“蛮荒三部曲”系列的第二部，也是《搜神记》的续集。 内容简介：昆仑蟠桃会后，五族分裂，天下离心，大荒风云再起。九州四海，究竟谁主沉浮？洪荒往事，又隐藏了多少玄秘！理想正义，难决难舍；爱恨情仇，如火如荼。 拓拔野、蚩尤、姬远玄、烈炎……群雄逐鹿，各领风骚，在这华夏最为瑰丽莫测的破晓，谱写出一曲波澜壮阔、气壮山河的洪荒史诗。,蛮荒记 
导演：黄真真,https://img.alicdn.com/bao/uploaded/3/TB1uEtnKXXXXXaHXFXXXXXXXXXX_.jpg_300x300.jpg,none,主演：杨幂,语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：奇幻,剧情介绍：《木兰奇缘》是黄真真导演的一部奇幻电影。《木兰奇缘》是以历史故事为依托，采取别具一格的叙述方式，加入诸多奇幻色彩元素的电影。这次要让大家看到一个和以往完全不同的花木兰。”,木兰奇缘 
导演：六小龄童,https://img.alicdn.com/bao/uploaded/i1/TB1AGVzKXXXXXXFXpXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：六小龄童,马德华",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：史诗,魔幻","剧情介绍：《敢问路在何方》是86版《西游记》开播30多年来首次从小荧幕搬上大银幕。该系列分三部，尝试构建天地人三界体系，人生尽头或下地狱或升天宫，神仙受罚坠入人间，地狱也有吐纳，因果轮回，运转不息。三部以此系统为基本设定，又各具风格。力求讲出一部能勾起每个国人童年记忆产生最大共鸣的”西游记”。
第一部为收徒篇，讲述师徒几人的前生后世，大家熟知的五指山、高老庄、流沙河，会经过重新演绎。
第二部为背叛篇，师徒为过火焰山而遭遇牛魔王、铁扇公主、红孩儿一家，会比较罕见的展现孙悟空面对往日兄嫂和七十二洞旧部无法抉择，而铁扇公主又藏着与小三斗法引丈夫归家的苦局，炙热痛苦。
第三部为殉难篇，借原著中最残酷可怕连众仙与罗汉都躲之不及的狮驼国，玄奘偏要以身度魔，从而带动众徒真正解脱悟道，将展现从未有过的恐怖、重生之旅。
影片将于2019年上映。",敢问路在何方 
导演：张建亚,https://img.alicdn.com/bao/uploaded/i4/TB1rwk_JVXXXXarXVXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：王学兵,王双宝,张雅涵","语言：汉语普通话,印地语",片长：90分钟,0,"制片国家/地区：中国大陆,印度","类型：爱情,喜剧",剧情介绍：《印度奇游》故事讲述的是“聪明人”赶赴印度会网友意外发了大财，“装”、“作”、“精”、“萌”四好友各怀目的去投靠，结果遇到连串囧事，上演了一场现代版的西游记。一路上大象占路走、神牛遍地行、“齐天孙大圣”拦路，还有全程实景拍摄的各地美景等等都颇具异域特色，五个“奇”人历经连番奇遇，引人爆笑连连。,印度奇游 
导演：张纪中,https://img.alicdn.com/bao/uploaded/i3/TB1_ZExIFXXXXbBXFXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：谭凯,秦雪,韩东,张衡平",语言：汉语普通话,片长：104分钟,0,制片国家/地区：中国大陆,"类型：动作,爱情,奇幻",剧情介绍：追根溯祖，英雄称霸，尽在《战神蚩尤》。一部荡气回肠的男人史诗，一曲爱恨交织的情仇离殇。上古时代三足鼎立，适逢族群争雄，魔兽肆意。强大的九黎部落遭遇盟友突枭部落的倒戈背叛，失掉赖以生存的盐田。九黎最英勇的勇士鬼魅死在了突枭首领“烈”的刀下，却被不明真相的族人扣上了懦夫之名。鬼魅之子蚩尤，自此成为族人眼中“懦夫之子”，卑微中挣扎，屈辱中成长，困兽般抗争。为保族人，惩恶人，洗刷父亲冤屈，一路刀光剑影，战巨鳄，闯鬼门，驱魔怪，驰骋疆场，为部落存亡浴血大战，英勇成名，终成战神！    铁汉亦有柔情。远古沙场蚩尤英雄救美，解救危难之下的千阳一见钟情。难料心爱之人竟是杀父仇人突枭首领之女！突枭亡九黎之心不死，以此为借口发动灭族战争。家园被毁，族人遭屠，蚩尤之母与族长费我战乱中惨死。旧恨再添新仇，已成长为九黎首领的蚩尤率领族人迸发所有的潜能，在“野狼谷”展开生死对决。挚爱大战至亲，仇人之女千阳为蚩尤舍生为爱，葬身父亲锤下，自此天人两隔！    屈辱里成长，困境里抗争，勇敢无畏历战为神只为家族大义！    冥冥中相遇，阻挠中深爱，不离不弃舍生忘死只因我心永恒！    此刻，或许您正流淌着蚩尤的热血，历经万年！他的勇敢！血性！柔情！猛烈的、恒久的冲撞着我们......,战神蚩尤 
导演：陈可辛,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,none,语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：　　2016年8月22日，里约热内卢。时隔12年，中国女排再度杀入奥运决赛。惠若琪的一记探头球，让全场屏住呼吸。一个高速旋转的排球，勾连起几代排球女将的热血与青春。中国女排三十余年的沉浮图景被缓缓拉开。,中国女排  
导演：徐克,https://img.alicdn.com/bao/uploaded/i3/TB1oyd0PVXXXXX9XXXXXXXXXXXX_.jpg_300x300.jpg,none,主演：陈坤,语言：汉语普通话,片长：0分钟,0,制片国家/地区：中国大陆,"类型：奇幻,冒险",剧情介绍：讲述的是胡八一、王胖子、Shirley杨的地底冒险故事。,摸金校尉之九幽将军 
导演：黄智亨,https://img.alicdn.com/bao/uploaded/i2/TB1TZh4wxGYBuNjy0FnXXX5lpXa_.jpg_300x300.jpg,none,"主演：余文乐,春夏,惠英红,涂们,王雨甜,王真儿",语言：汉语普通话,片长：98分钟,0,"制片国家/地区：中国香港,中国大陆","类型：奇幻,冒险,都市",剧情介绍：季末（春夏饰）从小就因为能看见“怪物”而被视作异类，直到有一天她在工作的超市再次看到了“怪物” 并神奇的邂逅了“怪物猎人”——猛哥（余文乐饰），她才发现原来世界上真的有“怪物”存在。猛哥幸运地解决了在超市出现的怪物，但打怪的过程不幸被监控器拍下并流出。两个年轻人由此卷入了一场新的风波。,怪物先生  
导演：管虎,https://img.alicdn.com/bao/uploaded/i1/TB1Q9yWaUgQMeJjy0FiXXXhqXXa_.jpg_300x300.jpg,none,none,语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：战争,剧情介绍：《八佰》为管虎导演继《老炮儿》之后的又一力作，投资额及规模超越以往国产战争电影，力求打造中国式史诗级战争片。影片以1937年淞沪会战中发生在上海的四行仓库保卫战为主题，除了宏大的战争戏份，更有对于人性及战争心理的刻画。四行仓库保卫战发生在1937年10月26日至11月1日，它的结束标志着中国抗日战争中淞沪会战的结束。参加这场保卫战的中国士兵被称为“八百壮士”，他们抱着必死的信念，拼死守护位于上海苏州河北岸的四行仓库，抵挡住日军的多番进攻，掩护其他国民革命军撤退。这场战役被距离几十米外的苏州河南岸中外各国民众亲眼目睹，都为他们为国捐躯、奋勇抗敌的精神所感染，一时名震天下，“八百壮士”孤军抗敌的事迹也为后人传颂。,八佰  
"导演：金依萌, 金依萌",https://img.alicdn.com/bao/uploaded/i2/TB11uOXvYSYBuNjSspfXXcZCpXa_.jpg_300x300.jpg,none,"主演：迪丽热巴,窦骁,李子峰,郭云齐,杨森",语言：汉语普通话,片长：110分钟,0,"制片国家/地区：中国大陆,澳大利亚","类型：喜剧,家庭,奇幻",剧情介绍：这是一个颠覆神话传说的故事。在远古时期的海滨小镇金鱼村，美丽的少女嫦娥和森林少年后羿是一对两小无猜的欢喜冤家。崇尚自由的嫦娥厌倦了小渔村枯燥平淡的生活，一心想去探索外面的世界。在她打算离家出走的这天，突如其来的龙王选妃盛典打破了这里的平静……,日月 
导演：,https://img.alicdn.com/bao/uploaded/i4/TB1nY8CPVXXXXbBXFXXXXXXXXXX_.jpg_300x300.jpg,none,主演：陈坤,语言：汉语普通话,片长：0分钟,0,制片国家/地区：中国大陆,类型：剧情 奇幻 古装,剧情介绍：从前，有个女人爱上了自己的影子。她忘记了花开花落，忘记了日转星移，忘记了沧海桑田，忘记了——甚至自己的名字……她日夜沉迷于湖中的倒影，倾注着自己的爱慕，灌注着自己的精气，乐于其中……直至一天，她回过神来，发现自己已青丝成霜、花容不在。她变成了一个白发枯槁、满脸皱纹的面容丑陋的老太婆。然而，她的影子被锁在了湖里，依旧那么年轻，那么美丽……,画皮前传  
导演：李军林,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：赵文卓,关晓彤,王大陆,克里斯·埃文斯,伊德瑞斯·艾尔巴,利亚姆·海姆斯沃斯","语言：汉语普通话,英语",none,0,"制片国家/地区：中国大陆,突尼斯","类型：动作,冒险",剧情介绍：乔山是个退役老拳击手，年轻的时候风花雪月，和妻子离婚，年幼的女儿跟妻子生活，后来妻子去世后，有了悔意的乔山想回到女儿身边，可他跟女儿有着无法消除的隔阂。叛逆的女儿跟乔山吵完架以后，跟男朋友去外国去旅行去了，所在的国家发生了战乱，他们发现做动乱直播很赚钱，于是他们冒险留下来做了战地直播。后来被恐怖分子绑架了，绑匪发来巨额勒索消息，乔山毅然孤身营救，在营救的过程中，获得了女儿的原谅，并在女儿的直播中看见父亲被敌人连开两枪，完成了一次心灵赎罪。,禁地营救 
导演：段连民,https://img.alicdn.com/bao/uploaded/i4/TB1ynTEnL1TBuNjy0FjXXajyXXa_.jpg_300x300.jpg,none,"主演：郭金杰,刘桦,李子雄,杨皓宇,栾浚威",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：喜剧,剧情介绍：　　《误入江湖》这部有着后现代主义风格的喜剧电影笑点密集，情节跌宕起伏。从刚刚步入大都市的年轻人视角，以当今社会小人物和大人物的关系着手，描绘了现代钢筋水泥的都市里一个活生生的江湖奇闻，一个包含着爱恨金迷、恩怨情仇的江湖故事。用看似荒诞的情节，近乎自嘲的手法，和观众讲述了善有善报、恶有恶报的不变真理，啼笑皆非后令人深思。,误入江湖  
导演：严嘉,https://img.alicdn.com/bao/uploaded/i2/TB1kdjVnlDH8KJjSszcXXbDTFXa_.jpg_300x300.jpg,none,"主演：成龙,阮经天,钟楚曦,林柏宏",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：奇幻,喜剧,古装",剧情介绍：金华镇少女屡屡失踪，传有大妖作乱，捕快严飞请出“鬼狐居士”蒲松龄。查案过程中，蒲松龄协妖一同深入案情，燕赤霞助力收妖，可查出的却是燕赤霞脑海中那一段旷世之恋。,神探蒲松龄之兰若仙踪 
导演：宁浩,https://img.alicdn.com/bao/uploaded/i1/TB1rbIaSpXXXXXzXFXXXXXXXXXX_.jpg_300x300.jpg,none,"主演：黄渤,沈腾,汤姆·派福瑞",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：科幻,喜剧",剧情介绍：动物园饲养员耿浩过着平静单调的生活，一个深夜，耿浩阴差阳错的救起一个生物并带它回了家。当然他发现是外星人心生恐惧，急切地想把外星人送走……,疯狂的外星人 
导演：陆剑青,https://img.alicdn.com/bao/uploaded/i3/TB1Rk22KpXXXXbpaXXXXXXXXXXX_.jpg_300x300.jpg,none,主演：,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：动作,奇幻,剧情",剧情介绍：当年的修仙天才现在颓废的扫地工铁拐李得到了一个有再次成仙机会的秘密任务，他找到了七个废柴一同上路，但完成任务的他们却令天庭陷入更大危机之中，他们必须为挽回错误再次踏上征程。,八仙之各显神通 
导演：刘毅,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：周一围,王庆祥,保剑锋",语言：汉语普通话,片长：120分钟,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：霍去病远击匈奴于大漠,封狼居胥 
导演：巫虹仪,https://img.alicdn.com/bao/uploaded/i3/TB1vGjXy41YBuNjy1zcXXbNcXXa_.jpg_300x300.jpg,none,"主演：李雪,陈贞儿",语言：汉语普通话,片长：27分钟,0,制片国家/地区：中国台湾,"类型：剧情片,短片",剧情介绍：李望是排球队中最认真练球的球员，却到了大四都没上场过，她总羡慕着好友禹韶拥有厉害的球技。这天大专杯比赛要开始了，却迟迟未见队上王牌禹韶的踪影，李望怎么也没想到因为禹韶的缺席，等待已久的上场机会竟降临到自己的身上，却也因此令两人之间的友情起了异样的涟漪⋯⋯,2号球衣 
"导演：米娜, 苏青",https://img.alicdn.com/bao/uploaded/i3/TB1hNofy4GYBuNjy0FnXXX5lpXa_.jpg_300x300.jpg,none,none,语言：汉语普通话,片长：118分钟,0,"制片国家/地区：中国大陆,新加坡",类型：纪录片,"剧情介绍：校园，操场上四十年前植下的梧桐树小树苗如今已经成长为参天大树。一年伊始，春天的新绿即将萌芽，教室里传出一曲美声意大利咏叹调《我亲爱的》，声音回荡走廊、穿越小道、飞向天空。这是一所盲聋哑学校几个孩子的故事: 曹寒子, 青春期的她有无数的问题希望得到解答; 张丹彤，从小学习豫剧，期待通过电视选秀节目获得关注；李聪, 将改变社会现实的理想寄语小乌龟; 王怡文, 希望自导自演一场意大利歌剧......这里的每一个孩子都有着不同的经历和故事，但彼此相同的是: 他们都拥有著阳光灿烂的笑容和金子般闪闪发光的梦想。梧桐树叶生叶落，学生们终将走出校园。在那一天到来之前，让我们深情地注视他们，留下那一份美好。",梧桐树 
导演：陈晓鸣,https://img.alicdn.com/bao/uploaded/i4/TB1e_6YqiCYBuNkHFCcXXcHtVXa_.jpg_300x300.jpg,none,"主演：管轩,徐幸,傅淼",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：某大学副教授傅重为了让女儿进入市重点小学，在72小时内出售现有房子，凑足钱款，买下对口学校的学区房。由于时间紧迫，付重不得不以200万价格降价出售，钟点工牛阿姨声称儿子小宝正急于购买婚房，拿出自己多年的积蓄，双方一拍即合，立刻签约。正在皆大欢喜的时候，傅重又接到坏消息——卖方坐地起价40万。付重正为难之际，中介来电说有客户愿以市场价250万一次性付款购买傅重的住宅，这样，所有问题便可解决…… 而这位客户，正是有求于傅重的学生家长袁主席。是坚守诚信与牛阿姨履行合约，还是为孩子的未来，毁约将住宅高价转售他人，傅重面临两难抉择……,学区房83弄  
导演：王泽丰,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：王柯达,张本煜,冯啸",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：喜剧,爱情",剧情介绍：“万万没想到”的直男天团——至尊玉、王泽丰、柯达、张本煜，将作为“世界上男人最后的希望”，大闹性别颠倒的“女儿国”， “直男天团”在严苛的大改造中爆笑求生，顽强生存。好玩、好笑的好作品，是这次“直男天团”给我们带来的对于网生内容的新期待。,钢铁直男大闹女儿国  
导演：张国超,https://img.alicdn.com/bao/uploaded/i3/TB19VtfnyCYBuNkHFCcXXcHtVXa_.jpg_300x300.jpg,none,"主演：幽舞越山,曹旭鹏,季骜杰,刘琮,刘晴,王敏纳,张馨予,林强,常文涛","语言：汉语普通话,英语",片长：90分钟,0,制片国家/地区：中国大陆,"类型：喜剧,动画,家庭,冒险","剧情介绍：一只身世成谜的小恐龙来到森林。凭借着天然的基因优势,它获得动物们的信任和喜爱。在好友小贱鸟阿乐的帮助下,努力寻找着母亲和自我。但令人没想到的是,看似宁静平和的森林里,其实藏着一段鲜为人知的暗黑历史和精心策划的大阴谋......",风来风去 
导演：韩荣声,https://img.alicdn.com/bao/uploaded/i1/TB1YyBuuruWBuNjSszgXXb8jVXa_.jpg_300x300.jpg,none,"主演：范洪涛,张琳,黄宝龙,温正邦,古玉枫",语言：汉语普通话,片长：96分钟,0,制片国家/地区：中国大陆,"类型：剧情,校园,儿童,家庭",剧情介绍：电影《纯真年代》讲述的是八零后的童年故事，上世纪九十年代初，正是改革开放浪潮汹涌的时期。也是八零后的童年时期。各种新事物竞相出现。山城梅州的一个小镇上，歌舞厅、游戏机室、台球室、发廊也悄然兴起。许多初中毕业的学生选择了进城务工，一些辍学者则成了整日在小镇上晃荡的小混混。天真懵懂的小学生，遭受新事物的冲击相对较少，还在过着无忧无虑的童年生活。影片如散文化的小说，把九十年代的小镇风情、乡村风情展现得淋漓尽致。在那个没有电脑、没有网络、没有智能手机的时代，是让我们无限怀念的纯真年代！,纯真年代 
导演：五百,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：王千源,包贝尔,王迅,梅婷",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：动作,剧情","剧情介绍：江湖刑警孙大圣追求正义不顾生死，极具使命感。
赵氏集团坐落城中,威慑四方。背景复杂,触角四通八达,明账暗账数不胜数。旗下总裁私生子赵泰更是响当当的富少,唯我独尊，个性张扬，内心自卑，情绪极易失控。
大圣老友举牌维权,险些丧命,普通自杀的背后谜团无数。孙大圣与赵泰两个水火不容的大人物,因此机缘正式拉开了一场惊险、high爆的对决......",大人物 
导演：高群书,https://img.alicdn.com/bao/uploaded/i3/TB1906YknXYBeNkHFrdXXciuVXa_.jpg_300x300.jpg,none,"主演：郎月婷,黄志忠,成泰燊,斯力更,张译,沙溢",语言：汉语普通话,none,0,制片国家/地区：中国大陆,类型：剧情,剧情介绍：1940年，日伪国共四方互相渗透，南京折叠成人间地狱。一群各怀心志的特工，嗜血行走，堕入七杀。他们的心脏，每天距离刀尖只有0.1毫米……,刀尖 
none,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,none,语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：剧情,反恐,动作",none,反击  
导演：秦教授,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：彭禺厶,潘霜霜,赵芮菡,宋佳洋",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：武侠,剧情",剧情介绍：暂无剧情简介,丐世英雄  
"导演：张志一,纪约姆·伊弗奈尔",https://img.alicdn.com/bao/uploaded/i4/TB1f_2Drv9TBuNjy1zbXXXpepXa_.jpg_300x300.jpg,none,none,语言：汉语普通话,片长：90分钟,0,制片国家/地区：中国大陆,"类型：喜剧,冒险,动画",剧情介绍：这是一个多种动物组成的现代化世界，主人公乌拉（猫）堪称特工局第一高手，在一次执行任务时，乌拉因在闹市区飞车追逐弄的一团糟，而被上司发配到海上仓库当保安。乌拉来到海上仓库和宅男保安爱克托（鼠）相识，两人因为完全不同的性格和价值观而互相厌恶。然而一天夜里，海上仓库的“核电荷”丢失案让二人不得不卷入其中一同破案。但情况并不是这么简单，“核电荷”丢失案背后牵扯出的“寒冰魔鬼”以及层层内幕令人不寒而栗，这对冤家猫鼠特工终于团结朋友各显其能，向危及整个世界安全的巨大黑幕接近……,动物特工局 
导演：王敬尧,https://img.alicdn.com/bao/uploaded/i3/TB1akIXlCfD8KJjSszhXXbIJFXa_.jpg_300x300.jpg,none,"主演：段鹏程,曾晨,唐文欣,吴春怡,申旭阔",语言：汉语普通话,none,0,制片国家/地区：中国大陆,"类型：喜剧,剧情",剧情介绍：陆隽清（段鹏程饰）在姑姑赵玉（唐文欣饰）的日料餐厅当专职外卖员，因机缘巧合闯入选秀比赛，赛途中遇上演员刘莎莎（曾晨饰），在其带领下成为优秀演员，同时发现了刘莎莎的多重人格，并陷入演技怪圈，决心解决她这个心结。参赛过程中被宋氏集团宋白艳（吴春怡饰）看中望收入旗下，受到名利引诱的陆隽清面临决择；宋白艳投资的电影内定男一费达伦（申旭阔饰），受到导演的猛烈批评，不甘受辱，才发现自己的初心，决心找回前女友赵玉表白。因为陆隽清的纯真性格，解开了三个不同性格女性的心结，但最后他又该如何解决自己的心结......,吃货不投诉  
导演：巴塔萨·科马库,https://img.alicdn.com/bao/uploaded/i3/TB1QTZfh_XYBeNkHFrdXXciuVXa_.jpg_300x300.jpg,none,"主演：谢琳·伍德蕾,山姆·克拉弗林",语言：英语,none,0,制片国家/地区：美国,"类型：爱情,灾难","剧情介绍：富有探索精神的塔米·奥尔德姆（谢琳·伍德蕾 饰）与未婚夫理查德·夏普（山姆·克拉弗林 饰）为完成梦想中冒险刺激的航海之旅，二人驾驶着帆艇从碧海蓝天的大溪地起航横渡太平洋。
天有不测风云，不料二人在航行途中遭遇了强度全球排名前十的顶级飓风。在风暴过后，依托于浮木上的塔米醒来发现帆艇已经被摧毁的破败不堪，更不幸的是她挚爱的男人理查德因身受重伤而奄奄一息，塔米徘徊于希望与绝望左右，而后在理查德鼓励之下，她坚定地燃起了求生的希望，并爆发了绝境之下的意志力和勇气，仅靠一罐花生酱和几罐罐头与时间比赛，在一望无际的大海中存活了41天成功获救，上岸之后却发现海上发生的一切并非如此简单……",惊涛飓浪  
